Name,Adress,Adress2,Zip,Grade,Score,Latitude,Longitude,Coordinates
Taco Bell #028834,"991 W El Camino Real ,Sunnyvale, Ca 94086","991 W EL CAMINO REAL ,SUNNYVALE, CA 94086",94086,Pass,98,37.37207,-122.04744,"(37.37207,-122.04744)"
Google - 440 Clyde - Mk#1 - 1St Fl,"440 Clyde Av,Mountain View, Ca 94043","440 CLYDE AV,MOUNTAIN VIEW, CA 94043",94043,Pass,100,37.397338,-122.047382,"(37.397338,-122.047382)"
Gei @ Sra - Cafe,"645 Clyde Av Bldg 2,Mountain View, Ca 94043","645 CLYDE AV BLDG 2,MOUNTAIN VIEW, CA 94043",94043,Pass,66,37.401114,-122.047271,"(37.401114,-122.047271)"
Ugadi Indian Restaurant,"950 W El Camino Real,Sunnyvale, Ca 94087","950 W EL CAMINO REAL,SUNNYVALE, CA 94087",94087,Pass,81,37.371,-122.04709,"(37.371,-122.04709)"
Regnart Elementary School,"1170 Yorkshire Dr ,Cupertino, Ca 95014","1170 YORKSHIRE DR ,CUPERTINO, CA 95014",95014,Pass,89,37.303718,-122.046919,"(37.303718,-122.046919)"
Old Town Shanghai Corp,"251 S Mary Av Unit 1,Sunnyvale, Ca 94086","251 S MARY AV UNIT 1,SUNNYVALE, CA 94086",94086,Pass,72,37.37844,-122.04673,"(37.37844,-122.04673)"
Bon Appetit @ Linked-In: Mezzo Café (700B),"700 E Middlefield Rd,Mountain View, Ca 94043","700 E MIDDLEFIELD RD,MOUNTAIN VIEW, CA 94043",94043,Pass,87,37.391579,-122.046526,"(37.391579,-122.046526)"
Chaat House,"939 W El Camino Real 111,Sunnyvale, Ca 94087","939 W EL CAMINO REAL 111,SUNNYVALE, CA 94087",94087,Pass,65,37.3717,-122.04572,"(37.3717,-122.04572)"
7-Eleven Food Store #367-25950A,"1002 W Evelyn Av ,Sunnyvale, Ca 94086","1002 W EVELYN AV ,SUNNYVALE, CA 94086",94086,Pass,81,37.38287,-122.04523,"(37.38287,-122.04523)"
Garden Gate School,"10500 Ann Arbor Av ,Cupertino, Ca 95014","10500 ANN ARBOR AV ,CUPERTINO, CA 95014",95014,Pass,98,37.331372,-122.045022,"(37.331372,-122.045022)"
7-Eleven Food Store 2367-14320-F,"21220 Homestead Rd ,Cupertino, Ca 950140202","21220 HOMESTEAD RD ,CUPERTINO, CA 950140202",40202,Pass,89,37.337143,-122.045,"(37.337143,-122.045)"
Cumberland Elementary School,"824 Cumberland Dr ,Sunnyvale, Ca 94087","824 CUMBERLAND DR ,SUNNYVALE, CA 94087",94087,Pass,100,37.366713,-122.04444,"(37.366713,-122.04444)"
Thai Spoons,"909 W El Camino Real ,Sunnyvale, Ca 94086","909 W EL CAMINO REAL ,SUNNYVALE, CA 94086",94086,Pass,80,37.37137,-122.04404,"(37.37137,-122.04404)"
Eurest Dining Services @ Synopsys,"1030 W Maude Av,Sunnyvale, Ca 94086","1030 W MAUDE AV,SUNNYVALE, CA 94086",94086,Pass,98,37.39308,-122.04387,"(37.39308,-122.04387)"
Togo'S,"1683 Hollenbeck Av,Sunnyvale, Ca 94087","1683 HOLLENBECK AV,SUNNYVALE, CA 94087",94087,Pass,95,37.337805,-122.042853,"(37.337805,-122.042853)"
House Of Bagels,"1681 Hollenbeck Av ,Sunnyvale, Ca 94087","1681 HOLLENBECK AV ,SUNNYVALE, CA 94087",94087,Pass,80,37.337895,-122.042853,"(37.337895,-122.042853)"
Grand Hotel,"865 W El Camino Real ,Sunnyvale, Ca 94086","865 W EL CAMINO REAL ,SUNNYVALE, CA 94086",94086,Pass,95,37.37118,-122.04275,"(37.37118,-122.04275)"
Challenger Sunnyvale,"1185 Hollenbeck Av ,Sunnyvale, Ca 94087","1185 HOLLENBECK AV ,SUNNYVALE, CA 94087",94087,Pass,98,37.35448,-122.04266,"(37.35448,-122.04266)"
Super Burrito,"1671 Hollenbeck Av ,Sunnyvale, Ca 94087","1671 HOLLENBECK AV ,SUNNYVALE, CA 94087",94087,Pass,80,37.338945,-122.042493,"(37.338945,-122.042493)"
Round Table Pizza,"1663 Hollenbeck Av ,Sunnyvale, Ca 94087","1663 HOLLENBECK AV ,SUNNYVALE, CA 94087",94087,Pass,82,37.339035,-122.042493,"(37.339035,-122.042493)"
Poke-Nomics,"1661 Hollenbeck Av,Sunnyvale, Ca 94087","1661 HOLLENBECK AV,SUNNYVALE, CA 94087",94087,Pass,89,37.339135,-122.042483,"(37.339135,-122.042483)"
Quinlan Community Center,"10185 N Stelling Rd ,Cupertino, Ca 95014","10185 N STELLING RD ,CUPERTINO, CA 95014",95014,Pass,94,37.325806,-122.042419,"(37.325806,-122.042419)"
Trinethra Super Market,"812 W El Camino Real ,Sunnyvale, Ca 94087","812 W EL CAMINO REAL ,SUNNYVALE, CA 94087",94087,Pass,67,37.36949,-122.04212,"(37.36949,-122.04212)"
Little India Cafe,"415 N Mary Av 101,Sunnyvale, Ca 94085","415 N MARY AV 101,SUNNYVALE, CA 94085",94085,Pass,67,37.39007,-122.0421,"(37.39007,-122.0421)"
Church Of The Resurrection School,"1395 Hollenbeck Av,Sunnyvale, Ca 94087","1395 HOLLENBECK AV,SUNNYVALE, CA 94087",94087,Pass,92,37.34971,-122.04196,"(37.34971,-122.04196)"
Linked-In Corp - Juice Bar - 1St Floor,"1000 W Maude Av,Sunnyvale, Ca 94085","1000 W MAUDE AV,SUNNYVALE, CA 94085",94085,Pass,98,37.392784,-122.041949,"(37.392784,-122.041949)"
Kfc-Taco Bell,"1695 Hollenbeck Rd,Sunnyvale, Ca 94087","1695 HOLLENBECK RD,SUNNYVALE, CA 94087",94087,Pass,92,37.337905,-122.041873,"(37.337905,-122.041873)"
Bay Sushi,"1647 Hollenbeck Av ,Sunnyvale, Ca 94087","1647 HOLLENBECK AV ,SUNNYVALE, CA 94087",94087,Pass,82,37.341109,-122.0415,"(37.341109,-122.0415)"
Chili Pot,"20956 W Homestead Rd D,Cupertino, Ca 95014","20956 W HOMESTEAD RD D,CUPERTINO, CA 95014",95014,Pass,83,37.337422,-122.041003,"(37.337422,-122.041003)"
Mcdonald'S,"10990 N Stelling Rd ,Cupertino, Ca 95014","10990 N STELLING RD ,CUPERTINO, CA 95014",95014,Pass,92,37.337204,-122.040993,"(37.337204,-122.040993)"
Apple-He01-Caffe Mac,"919 Hermosa Ct,Sunnyvale, Ca 94089","919 HERMOSA CT,SUNNYVALE, CA 94089",94089,Pass,93,37.388391,-122.040786,"(37.388391,-122.040786)"
Linked-In - Cafe,"950 W Maude Av,Sunnyvale, Ca 94085","950 W MAUDE AV,SUNNYVALE, CA 94085",94085,Pass,84,37.392475,-122.040752,"(37.392475,-122.040752)"
One Stop Learning Center,"20920 Mcclellan Rd,Cupertino, Ca 95014","20920 McCLELLAN RD,CUPERTINO, CA 95014",95014,Pass,96,37.314616,-122.040634,"(37.314616,-122.040634)"
Quik Mart Liquor,"622 Hollenbeck Av ,Sunnyvale, Ca 94087","622 HOLLENBECK AV ,SUNNYVALE, CA 94087",94087,Pass,92,37.36913,-122.04059,"(37.36913,-122.04059)"
Stratford School,"820 W Mc Kinley Av ,Sunnyvale, Ca 94086","820 W MC KINLEY AV ,SUNNYVALE, CA 94086",94086,Pass,100,37.375346,-122.04026,"(37.375346,-122.04026)"
Operations Service Department,"825 W Iowa Av ,Sunnyvale, Ca 94086","825 W IOWA AV ,SUNNYVALE, CA 94086",94086,Pass,100,37.37534,-122.04025,"(37.37534,-122.04025)"
Tea Era Cafe,"20916 Homestead Rd F,Cupertino, Ca 95014","20916 HOMESTEAD RD F,CUPERTINO, CA 95014",95014,Pass,80,37.337249,-122.040227,"(37.337249,-122.040227)"
Shanghai Garden Restaurant,"20956 Homestead Rd,Cupertino, Ca 95014","20956 HOMESTEAD RD,CUPERTINO, CA 95014",95014,Pass,71,37.336847,-122.040211,"(37.336847,-122.040211)"
Homestead Bowl,"20990 Homestead Rd,Cupertino, Ca 95014","20990 HOMESTEAD RD,CUPERTINO, CA 95014",95014,Pass,84,37.336281,-122.040156,"(37.336281,-122.040156)"
Faria Elementary School,"10155 Barbara Ln ,Cupertino, Ca 95014","10155 BARBARA LN ,CUPERTINO, CA 95014",95014,Pass,98,37.321237,-122.03989,"(37.321237,-122.03989)"
Apple-Mr03-Espresso Bar,"410 Mary Av,Sunnyvale, Ca 94085","410 MARY AV,SUNNYVALE, CA 94085",94085,Pass,98,37.389785,-122.039788,"(37.389785,-122.039788)"
Apple-Be01-Espresso Bar,"975 Benicia Av ,Sunnyvale, Ca 94085","975 BENICIA AV ,SUNNYVALE, CA 94085",94085,Pass,100,37.39556,-122.03978,"(37.39556,-122.03978)"
Courtyard Sunnyvale Mountain View - Restaurant,"660 W El Camino Real,Sunnyvale, Ca 94087","660 W EL CAMINO REAL,SUNNYVALE, CA 94087",94087,Pass,98,37.369344,-122.039498,"(37.369344,-122.039498)"
Chick-Fil-A At Sunnyvale Fsu,"550 W El Camino Real,Sunnyvale, Ca 94087","550 W EL CAMINO REAL,SUNNYVALE, CA 94087",94087,Pass,93,37.36893,-122.03841,"(37.36893,-122.03841)"
Las Palmas Café And Lounge,"755 S Mathilda Av,Sunnyvale, Ca 94087","755 S MATHILDA AV,SUNNYVALE, CA 94087",94087,Pass,93,37.36444,-122.03807,"(37.36444,-122.03807)"
Apple Pt02 E - Bar,"485 Potrero Av,Sunnyvale, Ca 94085","485 POTRERO AV,SUNNYVALE, CA 94085",94085,Pass,90,37.39004,-122.03791,"(37.39004,-122.03791)"
Barrel 19 Bistro And Bar,"605 Macara Av,Sunnyvale, Ca 94085","605 MACARA AV,SUNNYVALE, CA 94085",94085,Pass,81,37.39639,-122.03784,"(37.39639,-122.03784)"
Sizzling Lunch,"10033 Saich Wy,Cupertino, Ca 95014","10033 SAICH WY,CUPERTINO, CA 95014",95014,Pass,86,37.323765,-122.037495,"(37.323765,-122.037495)"
Ginger Cafe,"398 W El Camino Real 114,Sunnyvale, Ca 94087","398 W EL CAMINO REAL 114,SUNNYVALE, CA 94087",94087,Pass,90,37.368658,-122.037444,"(37.368658,-122.037444)"
Walmart E-Commerce,"860 W California Av,Sunnyvale, Ca 94086","860 W CALIFORNIA AV,SUNNYVALE, CA 94086",94086,Pass,98,37.381315,-122.036901,"(37.381315,-122.036901)"
Chester Nimitz School,"545 E Cheyenne Dr ,Sunnyvale, Ca 94087","545 E CHEYENNE DR ,SUNNYVALE, CA 94087",94087,Pass,98,37.348139,-122.036737,"(37.348139,-122.036737)"
Lab 126-Bistro,"1120 Enterprise Wy,Sunnyvale, Ca 94089","1120 ENTERPRISE WY,SUNNYVALE, CA 94089",94089,Pass,92,37.409323,-122.036486,"(37.409323,-122.036486)"
Pho Hoa Noodle Soup,"20674 Homestead Rd,Cupertino, Ca 95014","20674 HOMESTEAD RD,CUPERTINO, CA 95014",95014,Pass,100,37.336733,-122.036479,"(37.336733,-122.036479)"
Chipotle Mexican Grill #2549,"20688 Homestead Rd,Cupertino, Ca 95014","20688 HOMESTEAD RD,CUPERTINO, CA 95014",95014,Pass,95,37.337314,-122.036473,"(37.337314,-122.036473)"
The Pasta Market,"460 E El Camino Real,Sunnyvale, Ca 94087","460 E EL CAMINO REAL,SUNNYVALE, CA 94087",94087,Pass,94,37.36874,-122.036468,"(37.36874,-122.036468)"
Yayoi,"20682 Homestead Rd,Cupertino, Ca 95014","20682 HOMESTEAD RD,CUPERTINO, CA 95014",95014,Pass,89,37.337151,-122.036465,"(37.337151,-122.036465)"
Amazon Lab126 - Coffee Bar,"1100 Enterprise Wy,Sunnyvale, Ca 94089","1100 ENTERPRISE WY,SUNNYVALE, CA 94089",94089,Pass,92,37.408402,-122.036464,"(37.408402,-122.036464)"
Le Boulanger,"1080 Enterprise Wy ,Sunnyvale, Ca 94089","1080 ENTERPRISE WY ,SUNNYVALE, CA 94089",94089,Pass,91,37.40681,-122.036457,"(37.40681,-122.036457)"
"Mercedes-Benz Research & Development, North America","309 N Pastoria Av,Sunnyvale, Ca 94085","309 N PASTORIA AV,SUNNYVALE, CA 94085",94085,Pass,97,37.38607,-122.03637,"(37.38607,-122.03637)"
Sunnyvale Elks Lodge #2128,"375 N Pastoria Av,Sunnyvale, Ca 94085","375 N PASTORIA AV,SUNNYVALE, CA 94085",94085,Pass,100,37.38806,-122.03612,"(37.38806,-122.03612)"
Amazon Bon Appetit,"1160 Enterprise Wy,Sunnyvale, Ca 94089","1160 ENTERPRISE WY,SUNNYVALE, CA 94089",94089,Pass,98,37.410986,-122.036108,"(37.410986,-122.036108)"
Nekter Juice Bar,"304 W El Camino Real,Sunnyvale, Ca 94087","304 W EL CAMINO REAL,SUNNYVALE, CA 94087",94087,Pass,86,37.368167,-122.036102,"(37.368167,-122.036102)"
Google Moffett Towers Bldg A - Mk @ 6Th Fl,"1000 Enterprise Wy Bldg A,Sunnyvale, Ca 94089","1000 ENTERPRISE WY BLDG A,SUNNYVALE, CA 94089",94089,Pass,94,37.40346,-122.03593,"(37.40346,-122.03593)"
Sweetgreen Sunnyvale,"300 W El Camino Real Unit G,Sunnyvale, Ca 94087","300 W EL CAMINO REAL UNIT G,SUNNYVALE, CA 94087",94087,Pass,98,37.368841,-122.035441,"(37.368841,-122.035441)"
Apple-Vg06-Espresso Bar,"20705 Valley Green Dr,Cupertino, Ca 95014","20705 VALLEY GREEN DR,CUPERTINO, CA 95014",95014,Pass,97,37.332677,-122.035422,"(37.332677,-122.035422)"
Synopsys Pathline Cafe,"790 N Mary Av,Sunnyvale, Ca 94085","790 N MARY AV,SUNNYVALE, CA 94085",94085,Pass,89,37.397218,-122.035411,"(37.397218,-122.035411)"
Fremont High School,"575 W Fremont Av,Sunnyvale, Ca 94087","575 W FREMONT AV,SUNNYVALE, CA 94087",94087,Pass,100,37.352763,-122.035133,"(37.352763,-122.035133)"
Eurest@Microsoft Svmt #25653,"1020 Enterprise Wy B,Sunnyvale, Ca 94089","1020 ENTERPRISE WY B,SUNNYVALE, CA 94089",94089,Pass,92,37.403822,-122.035057,"(37.403822,-122.035057)"
Starbucks Coffee #2885,"460 Mathilda Av,Sunnyvale, Ca 94086","460 MATHILDA AV,SUNNYVALE, CA 94086",94086,Pass,100,37.372243,-122.034874,"(37.372243,-122.034874)"
Fish Is Wild Fish Grill & More,"20672 Homestead Rd ,Cupertino, Ca 95014","20672 HOMESTEAD RD ,CUPERTINO, CA 95014",95014,Pass,84,37.336586,-122.03485,"(37.336586,-122.03485)"
Lei Garden,"10125 Bandley Dr ,Cupertino, Ca 95014","10125 BANDLEY DR ,CUPERTINO, CA 95014",95014,Pass,89,37.324623,-122.034722,"(37.324623,-122.034722)"
Apple-Ba09-Caffe Mac,"10250 Bandley Dr,Cupertino, Ca 95014","10250 BANDLEY DR,CUPERTINO, CA 95014",95014,Pass,90,37.325361,-122.034007,"(37.325361,-122.034007)"
Marina Food Ii-Chinese Kitchen,"10122 Bandley Dr ,Cupertino, Ca 95014","10122 BANDLEY DR ,CUPERTINO, CA 95014",95014,Pass,67,37.324323,-122.033715,"(37.324323,-122.033715)"
Taco'S Jalapa,"154 W El Camino Real ,Sunnyvale, Ca 94087","154 W EL CAMINO REAL ,SUNNYVALE, CA 94087",94087,Pass,79,37.36804,-122.03364,"(37.36804,-122.03364)"
Rooster T Feathers Comedy Club,"157 W El Camino Real ,Sunnyvale, Ca 94087","157 W EL CAMINO REAL ,SUNNYVALE, CA 94087",94087,Pass,89,37.368697,-122.03359,"(37.368697,-122.03359)"
Rite Aid #5967- Grocery,"20572 Homestead Rd ,Cupertino, Ca 95014","20572 HOMESTEAD RD ,CUPERTINO, CA 95014",95014,Pass,92,37.337129,-122.033536,"(37.337129,-122.033536)"
Home Depot #6635 The,"975 De Anza Bl ,San Jose, Ca 95129","975 DE ANZA BL ,SAN JOSE, CA 95129",95129,Pass,97,37.310904,-122.033472,"(37.310904,-122.033472)"
Apple-Mt04-Espresso Bar,"510 N Pastoria Av,Sunnyvale, Ca 94085","510 N PASTORIA AV,SUNNYVALE, CA 94085",94085,Pass,100,37.391275,-122.033456,"(37.391275,-122.033456)"
Cupertino Liqours,"7335 Bollinger Rd,Cupertino, Ca 95014","7335 BOLLINGER RD,CUPERTINO, CA 95014",95014,Pass,89,37.312631,-122.033406,"(37.312631,-122.033406)"
Peet'S Coffee & Tea,"144 W El Camino Real ,Sunnyvale, Ca 94087","144 W EL CAMINO REAL ,SUNNYVALE, CA 94087",94087,Pass,98,37.367875,-122.033231,"(37.367875,-122.033231)"
Outback Steakhouse,"20630 Valley Green Dr ,Cupertino, Ca 95014","20630 VALLEY GREEN DR ,CUPERTINO, CA 95014",95014,Pass,45,37.331562,-122.033189,"(37.331562,-122.033189)"
Noodle Talk Restaurant,"150 W El Camino Real ,Sunnyvale, Ca 94087","150 W EL CAMINO REAL ,SUNNYVALE, CA 94087",94087,Pass,61,37.36707,-122.03317,"(37.36707,-122.03317)"
The Habit Burger Grill,"146 W El Camino Real ,Sunnyvale, Ca 94087","146 W EL CAMINO REAL ,SUNNYVALE, CA 94087",94087,Pass,95,37.367825,-122.033092,"(37.367825,-122.033092)"
Lhcf - Manor Care Of Sunnyvale Llc,"1150 Tilton Dr,Sunnyvale, Ca 94087","1150 TILTON DR,SUNNYVALE, CA 94087",94087,Pass,95,37.35648,-122.03302,"(37.35648,-122.03302)"
Kabul Afghan Cuisine,"351 W Washington Av,Sunnyvale, Ca 94086","351 W WASHINGTON AV,SUNNYVALE, CA 94086",94086,Pass,95,37.376695,-122.033019,"(37.376695,-122.033019)"
7-Eleven Store,"1039 Sunnyvale-Saratoga Rd,Sunnyvale, Ca 94087","1039 SUNNYVALE-SARATOGA RD,SUNNYVALE, CA 94087",94087,Pass,87,37.358546,-122.0329,"(37.358546,-122.0329)"
Phoever,"321 W Washington Av,Sunnyvale, Ca 94086","321 W WASHINGTON AV,SUNNYVALE, CA 94086",94086,Pass,97,37.37694,-122.03287,"(37.37694,-122.03287)"
Falafel Stop,"1325 Sunnyvale Saratoga Rd ,Sunnyvale, Ca 94087","1325 SUNNYVALE SARATOGA RD ,SUNNYVALE, CA 94087",94087,Pass,78,37.35131,-122.03282,"(37.35131,-122.03282)"
Top Cafe,"1075 S De Anza Bl ,San Jose, Ca 95129","1075 S DE ANZA BL ,SAN JOSE, CA 95129",95129,Pass,79,37.306937,-122.032713,"(37.306937,-122.032713)"
Rotten Robbie #7,"1051 S De Anza Bl,San Jose, Ca 95129","1051 S DE ANZA BL,SAN JOSE, CA 95129",95129,Pass,85,37.307937,-122.032676,"(37.307937,-122.032676)"
Tasty Pot,"1183 S De Anza Bl Ste 30,San Jose, Ca 95129","1183 S DE ANZA BL STE 30,SAN JOSE, CA 95129",95129,Pass,89,37.303417,-122.032666,"(37.303417,-122.032666)"
Boudin  I  Sf Bakery,"701 Sunnyvale-Saratoga Rd ,Sunnyvale, Ca 94087","701 SUNNYVALE-SARATOGA RD ,SUNNYVALE, CA 94087",94087,Pass,98,37.367387,-122.032617,"(37.367387,-122.032617)"
Le Boulanger Inc,"305 N Mathilda Av ,Sunnyvale, Ca 94086","305 N MATHILDA AV ,SUNNYVALE, CA 94086",94086,Pass,94,37.38514,-122.03254,"(37.38514,-122.03254)"
Pizza My Heart,"110 El Camino Real ,Sunnyvale, Ca 94087","110 EL CAMINO REAL ,SUNNYVALE, CA 94087",94087,Pass,89,37.367604,-122.032506,"(37.367604,-122.032506)"
Tinas Kusina,"582 S Murphy Av ,Sunnyvale, Ca 94086","582 S MURPHY AV ,SUNNYVALE, CA 94086",94086,Pass,98,37.36875,-122.03241,"(37.36875,-122.03241)"
Apple-Mt01-Caffe Mac,"250 Mathilda Av ,Sunnyvale, Ca 94086","250 MATHILDA AV ,SUNNYVALE, CA 94086",94086,Pass,98,37.383156,-122.032334,"(37.383156,-122.032334)"
Dumpling Depot,"562 S Murphy Av ,Sunnyvale, Ca 94086","562 S MURPHY AV ,SUNNYVALE, CA 94086",94086,Pass,87,37.36957,-122.0322,"(37.36957,-122.0322)"
Le Plonc,"279 W Washington Av,Sunnyvale, Ca 94086","279 W WASHINGTON AV,SUNNYVALE, CA 94086",94086,Pass,97,37.37652,-122.032181,"(37.37652,-122.032181)"
Coconut Hill,"554 S Murphy Av ,Sunnyvale, Ca 94086","554 S MURPHY AV ,SUNNYVALE, CA 94086",94086,Pass,92,37.36981,-122.03212,"(37.36981,-122.03212)"
Walgreen #07080,"105 E El Camino Real,Sunnyvale, Ca 940871937","105 E EL CAMINO REAL,SUNNYVALE, CA 940871937",71937,Pass,100,37.368505,-122.032075,"(37.368505,-122.032075)"
Nom Burger - The Prolific Oven,"251-259 W Washington Av,Sunnyvale, Ca 94086","251-259 W WASHINGTON AV,SUNNYVALE, CA 94086",94086,Pass,92,37.376489,-122.032059,"(37.376489,-122.032059)"
Five Guys Burgers And Fries Sunnyvale,"116 E El Camino Real,Sunnyvale, Ca 94085","116 E EL CAMINO REAL,SUNNYVALE, CA 94085",94085,Pass,100,37.366647,-122.032024,"(37.366647,-122.032024)"
Tastea,"114 E El Camino Real,Sunnyvale, Ca 94087","114 E EL CAMINO REAL,SUNNYVALE, CA 94087",94087,Pass,93,37.366723,-122.032014,"(37.366723,-122.032014)"
Rubio'S Fresh Mexican Grill,"108 E El Camino Real ,Sunnyvale, Ca 94087","108 E EL CAMINO REAL ,SUNNYVALE, CA 94087",94087,Pass,87,37.366914,-122.032,"(37.366914,-122.032)"
Tpumps,"7290 Bollinger Rd ,San Jose, Ca 95129","7290 BOLLINGER RD ,SAN JOSE, CA 95129",95129,Pass,88,37.312023,-122.031878,"(37.312023,-122.031878)"
Sunnyvale Mobil,"1296 Sunnyvale Saratoga Rd,Sunnyvale, Ca 94087","1296 SUNNYVALE SARATOGA RD,SUNNYVALE, CA 94087",94087,Pass,98,37.3525,-122.03186,"(37.3525,-122.03186)"
Sunnyvale Saratoga Shell,"1300 Sunnyvale Saratoga Rd,Sunnyvale, Ca 94087","1300 SUNNYVALE SARATOGA RD,SUNNYVALE, CA 94087",94087,Pass,94,37.35173,-122.03184,"(37.35173,-122.03184)"
Popeyes Louisiana Kitchen,"7270 Bollinger Rd Ste 20,San Jose, Ca 95129","7270 BOLLINGER RD STE 20,SAN JOSE, CA 95129",95129,Pass,95,37.311957,-122.031818,"(37.311957,-122.031818)"
Sunnyvale Arco,"1040 Sunnyvale-Saratoga Rd ,Sunnyvale, Ca 94087","1040 SUNNYVALE-SARATOGA RD ,SUNNYVALE, CA 94087",94087,Pass,96,37.35864,-122.0318,"(37.35864,-122.0318)"
Panera Bread #4479,"118 E El Camino Real ,Sunnyvale, Ca 94087","118 E EL CAMINO REAL ,SUNNYVALE, CA 94087",94087,Pass,97,37.366945,-122.031798,"(37.366945,-122.031798)"
Bon Appetit @ Linkedin Building A,"599 N Mathilda Av,Sunnyvale, Ca 94085","599 N MATHILDA AV,SUNNYVALE, CA 94085",94085,Pass,100,37.391988,-122.031732,"(37.391988,-122.031732)"
Mori Kitchen,"1000 S De Anza Bl,San Jose, Ca 95129","1000 S DE ANZA BL,SAN JOSE, CA 95129",95129,Pass,75,37.31026,-122.031728,"(37.31026,-122.031728)"
Pinkberry,"122 E El Camino Real,Sunnyvale, Ca 94087","122 E EL CAMINO REAL,SUNNYVALE, CA 94087",94087,Pass,91,37.366813,-122.031717,"(37.366813,-122.031717)"
Starbucks Coffee Company,"231 W Washington Av,Sunnyvale, Ca 94086","231 W WASHINGTON AV,SUNNYVALE, CA 94086",94086,Pass,97,37.376414,-122.031711,"(37.376414,-122.031711)"
Holder'S Country Inn,"998 S De Anza Bl ,San Jose, Ca 95129","998 S DE ANZA BL ,SAN JOSE, CA 95129",95129,Pass,90,37.310761,-122.031667,"(37.310761,-122.031667)"
Vitality Bowls,"115 S Frances St Ste A,Sunnyvale, Ca 94086","115 S FRANCES ST STE A,SUNNYVALE, CA 94086",94086,Pass,92,37.37732,-122.03166,"(37.37732,-122.03166)"
Pft Chinese Food Inc,"1072 S De Anza Bl # B103,San Jose, Ca 95129","1072 S DE ANZA BL # B103,SAN JOSE, CA 95129",95129,Pass,86,37.307622,-122.03165,"(37.307622,-122.03165)"
"Vitamin Shoppe, The","126 E El Camino Real ,Sunnyvale, Ca 94087","126 E EL CAMINO REAL ,SUNNYVALE, CA 94087",94087,Pass,98,37.366733,-122.03162,"(37.366733,-122.03162)"
Longhorn Charcoal Pit,"102 E Fremont Av 5,Sunnyvale, Ca 94087","102 E FREMONT AV 5,SUNNYVALE, CA 94087",94087,Pass,39,37.35133,-122.03159,"(37.35133,-122.03159)"
Kal'S Bar B-Q,"425 N Mathilda Av,Sunnyvale, Ca 94086","425 N MATHILDA AV,SUNNYVALE, CA 94086",94086,Pass,97,37.38712,-122.03156,"(37.38712,-122.03156)"
Bitter + Sweet,"20560 Town Center Ln ,Cupertino, Ca 95014","20560 TOWN CENTER LN ,CUPERTINO, CA 95014",95014,Pass,89,37.3182,-122.031549,"(37.3182,-122.031549)"
Apple-Mt05- Espresso Bar,"431 N Mathilda Av,Sunnyvale, Ca 94085","431 N MATHILDA AV,SUNNYVALE, CA 94085",94085,Pass,100,37.387773,-122.031526,"(37.387773,-122.031526)"
Rokko Japanese Restaurant,"188 S Frances St,Sunnyvale, Ca 94086","188 S FRANCES ST,SUNNYVALE, CA 94086",94086,Pass,97,37.376416,-122.031509,"(37.376416,-122.031509)"
24 Hour Fitness #887,"762 Sunnyvale-Saratoga Rd ,Sunnyvale, Ca 94087","762 SUNNYVALE-SARATOGA RD ,SUNNYVALE, CA 94087",94087,Pass,96,37.364419,-122.031491,"(37.364419,-122.031491)"
Ross Dress For Less #11,"119 El Camino Real ,Sunnyvale, Ca 94087","119 EL CAMINO REAL ,SUNNYVALE, CA 94087",94087,Pass,100,37.367202,-122.031485,"(37.367202,-122.031485)"
Wendy'S-485,"485 N Mathilda Av ,Sunnyvale, Ca 94086","485 N MATHILDA AV ,SUNNYVALE, CA 94086",94086,Pass,98,37.38942,-122.03142,"(37.38942,-122.03142)"
Pepper Xpress Kitchen,"153 E Fremont Av,Sunnyvale, Ca 94087","153 E FREMONT AV,SUNNYVALE, CA 94087",94087,Pass,96,37.35278,-122.03139,"(37.35278,-122.03139)"
Philz Coffee,"125 S Frances St Ste C,Sunnyvale, Ca 94086","125 S FRANCES ST STE C,SUNNYVALE, CA 94086",94086,Pass,100,37.377187,-122.031279,"(37.377187,-122.031279)"
Sajj,"145 S Frances St,Sunnyvale, Ca 94086","145 S FRANCES ST,SUNNYVALE, CA 94086",94086,Pass,100,37.3771,-122.03125,"(37.3771,-122.03125)"
The Don'S Deli,"121 S Frances St,Sunnyvale, Ca 94086","121 S FRANCES ST,SUNNYVALE, CA 94086",94086,Pass,92,37.377291,-122.03125,"(37.377291,-122.03125)"
Inchin'S Bamboo Garden,"151 W Washington Av,Sunnyvale, Ca 94086","151 W WASHINGTON AV,SUNNYVALE, CA 94086",94086,Pass,97,37.37638,-122.03111,"(37.37638,-122.03111)"
Mathilda 76,"499 N Mathilda Av ,Sunnyvale, Ca 94086","499 N MATHILDA AV ,SUNNYVALE, CA 94086",94086,Pass,100,37.38954,-122.03109,"(37.38954,-122.03109)"
Trader Joe'S #232,"7250 Bollinger Rd ,San Jose, Ca 95129","7250 BOLLINGER RD ,SAN JOSE, CA 95129",95129,Pass,86,37.311776,-122.030934,"(37.311776,-122.030934)"
Bambu Sunnyvale,"189 W Washington Av,Sunnyvale, Ca 94086","189 W WASHINGTON AV,SUNNYVALE, CA 94086",94086,Pass,78,37.376252,-122.030891,"(37.376252,-122.030891)"
24 Hour Fitness #506,"150 E Fremont Av,Sunnyvale, Ca 94087","150 E FREMONT AV,SUNNYVALE, CA 94087",94087,Pass,95,37.35143,-122.03071,"(37.35143,-122.03071)"
